function,strategy,dim,seed,fx
rastrigin,ArithmeticMeanCenterStrategy,2,123,0.9949590570932898
rastrigin,ArithmeticMeanCenterStrategy,2,7,4.97479024764738
rastrigin,ArithmeticMeanCenterStrategy,2,2024,1.9899181141865796
rastrigin,ArithmeticMeanCenterStrategy,2,999,0.9949590570932898
rastrigin,ArithmeticMeanCenterStrategy,2,1,0.9949590570932898
rastrigin,ArithmeticMeanCenterStrategy,2,314,0.0
rastrigin,ArithmeticMeanCenterStrategy,2,2718,0.9949590570932934
rastrigin,ArithmeticMeanCenterStrategy,2,2023,0.9949590570932898
rastrigin,ArithmeticMeanCenterStrategy,2,86,1.9899181141865832
rastrigin,ArithmeticMeanCenterStrategy,2,1000,9.949560298580302
rastrigin,ArithmeticMeanCenterStrategy,2,2000,1.9899181141865832
rastrigin,ArithmeticMeanCenterStrategy,2,1232,0.9949590570932898
rastrigin,ArithmeticMeanCenterStrategy,2,10023,4.974790247647379
rastrigin,ArithmeticMeanCenterStrategy,2,12,0.0
rastrigin,ArithmeticMeanCenterStrategy,2,675,0.0
rastrigin,ArithmeticMeanCenterStrategy,2,55,1.9899181141865832
rastrigin,ArithmeticMeanCenterStrategy,2,43,0.9949590570932934
rastrigin,ArithmeticMeanCenterStrategy,2,34534,1.9899181141865832
rastrigin,ArithmeticMeanCenterStrategy,2,22222,1.9899181141865832
rastrigin,MedianCenterStrategy,2,42,0.9949590570932898
rastrigin,MedianCenterStrategy,2,123,3.979831190554087
rastrigin,MedianCenterStrategy,2,7,3.979831190554087
rastrigin,MedianCenterStrategy,2,2024,8.95460124148701
rastrigin,MedianCenterStrategy,2,999,0.9949590570932898
rastrigin,MedianCenterStrategy,2,1,3.979831190554087
rastrigin,MedianCenterStrategy,2,314,1.9899181141865832
rastrigin,MedianCenterStrategy,2,2718,0.9949590570932898
rastrigin,MedianCenterStrategy,2,2023,4.974790247647379
rastrigin,MedianCenterStrategy,2,86,0.0
rastrigin,MedianCenterStrategy,2,1000,0.9949590570932898
rastrigin,MedianCenterStrategy,2,2000,1.9899181141865832
rastrigin,MedianCenterStrategy,2,1232,4.97479024764738
rastrigin,MedianCenterStrategy,2,10023,9.949560298580302
rastrigin,MedianCenterStrategy,2,12,4.97479024764738
rastrigin,MedianCenterStrategy,2,675,4.974790247647377
rastrigin,MedianCenterStrategy,2,55,12.934432432041097
rastrigin,MedianCenterStrategy,2,43,4.974790247647377
rastrigin,MedianCenterStrategy,2,34534,0.9949590570932898
rastrigin,MedianCenterStrategy,2,22222,0.9949590570932898
rastrigin,WeightedFitnessCenterStrategy,2,42,1.9899181141865832
rastrigin,WeightedFitnessCenterStrategy,2,123,1.9899181141865796
rastrigin,WeightedFitnessCenterStrategy,2,7,0.0
rastrigin,WeightedFitnessCenterStrategy,2,2024,1.9899181141865832
rastrigin,WeightedFitnessCenterStrategy,2,999,3.979831190554087
rastrigin,WeightedFitnessCenterStrategy,2,1,4.974790247647379
rastrigin,WeightedFitnessCenterStrategy,2,314,0.9949590570932898
rastrigin,WeightedFitnessCenterStrategy,2,2718,0.0
rastrigin,WeightedFitnessCenterStrategy,2,2023,0.9949590570932898
rastrigin,WeightedFitnessCenterStrategy,2,86,1.9899181141865796
rastrigin,WeightedFitnessCenterStrategy,2,1000,1.9899181141865867
rastrigin,WeightedFitnessCenterStrategy,2,2000,0.0
rastrigin,WeightedFitnessCenterStrategy,2,1232,1.9899181141865832
rastrigin,WeightedFitnessCenterStrategy,2,10023,1.9899181141865832
rastrigin,WeightedFitnessCenterStrategy,2,12,0.9949590570932898
rastrigin,WeightedFitnessCenterStrategy,2,675,0.9949590570932898
rastrigin,WeightedFitnessCenterStrategy,2,55,0.9949590570932898
rastrigin,WeightedFitnessCenterStrategy,2,43,3.979831190554087
rastrigin,WeightedFitnessCenterStrategy,2,34534,0.0
rastrigin,WeightedFitnessCenterStrategy,2,22222,1.9899181141865796
rastrigin,WeightedRankCenterStrategy,2,42,0.9949590570932898
rastrigin,WeightedRankCenterStrategy,2,123,0.0
rastrigin,WeightedRankCenterStrategy,2,7,0.9949590570932898
rastrigin,WeightedRankCenterStrategy,2,2024,1.9899181141865867
rastrigin,WeightedRankCenterStrategy,2,999,0.9949590570932898
rastrigin,WeightedRankCenterStrategy,2,1,0.9949590570932898
rastrigin,WeightedRankCenterStrategy,2,314,0.9949590570932898
rastrigin,WeightedRankCenterStrategy,2,2718,0.9949590570932898
rastrigin,WeightedRankCenterStrategy,2,2023,0.9949590570932898
rastrigin,WeightedRankCenterStrategy,2,86,1.9899181141865832
rastrigin,WeightedRankCenterStrategy,2,1000,4.974790247647377
rastrigin,WeightedRankCenterStrategy,2,2000,1.9899181141865832
rastrigin,WeightedRankCenterStrategy,2,1232,1.9899181141865832
rastrigin,WeightedRankCenterStrategy,2,10023,0.9949590570932898
rastrigin,WeightedRankCenterStrategy,2,12,0.9949590570932898
rastrigin,WeightedRankCenterStrategy,2,675,4.974790247647379
rastrigin,WeightedRankCenterStrategy,2,55,4.974790247647377
rastrigin,WeightedRankCenterStrategy,2,43,8.954601241487012
rastrigin,WeightedRankCenterStrategy,2,34534,1.9899181141865832
rastrigin,WeightedRankCenterStrategy,2,22222,0.9949590570932934
rastrigin,TrimmedMeanCenterStrategy,2,42,0.0
rastrigin,TrimmedMeanCenterStrategy,2,123,0.9949590570932898
rastrigin,TrimmedMeanCenterStrategy,2,7,0.9949590570932898
rastrigin,TrimmedMeanCenterStrategy,2,2024,1.9899181141865832
rastrigin,TrimmedMeanCenterStrategy,2,999,3.979831190554087
rastrigin,TrimmedMeanCenterStrategy,2,1,1.9899181141865832
rastrigin,TrimmedMeanCenterStrategy,2,314,0.9949590570932898
rastrigin,TrimmedMeanCenterStrategy,2,2718,1.9899181141865832
rastrigin,TrimmedMeanCenterStrategy,2,2023,0.9949590570932898
rastrigin,TrimmedMeanCenterStrategy,2,86,0.9949590570932898
rastrigin,TrimmedMeanCenterStrategy,2,1000,0.0
rastrigin,TrimmedMeanCenterStrategy,2,2000,4.97479024764738
rastrigin,TrimmedMeanCenterStrategy,2,1232,0.9949590570932898
rastrigin,TrimmedMeanCenterStrategy,2,10023,4.974790247647379
rastrigin,TrimmedMeanCenterStrategy,2,12,0.9949590570932898
rastrigin,TrimmedMeanCenterStrategy,2,675,0.9949590570932898
rastrigin,TrimmedMeanCenterStrategy,2,55,0.0
rastrigin,TrimmedMeanCenterStrategy,2,43,1.9899181141865832
rastrigin,TrimmedMeanCenterStrategy,2,34534,4.974790247647382
rastrigin,TrimmedMeanCenterStrategy,2,22222,3.9798311905540906
rastrigin,ArithmeticMeanCenterStrategy,5,42,8.954601241487012
rastrigin,ArithmeticMeanCenterStrategy,5,123,3.9798362283731734
rastrigin,ArithmeticMeanCenterStrategy,5,7,6.964708361833971
rastrigin,ArithmeticMeanCenterStrategy,5,2024,4.974795285466449
rastrigin,ArithmeticMeanCenterStrategy,5,999,5.969749304740674
rastrigin,ArithmeticMeanCenterStrategy,5,1,4.974790247647377
rastrigin,ArithmeticMeanCenterStrategy,5,314,1.9899181141865796
rastrigin,ArithmeticMeanCenterStrategy,5,2718,1.9899181141865796
rastrigin,ArithmeticMeanCenterStrategy,5,2023,11.939478412766888
rastrigin,ArithmeticMeanCenterStrategy,5,86,2.9848771712798694
rastrigin,ArithmeticMeanCenterStrategy,5,1000,10.944539552388044
rastrigin,ArithmeticMeanCenterStrategy,5,2000,3.979836228373159
rastrigin,ArithmeticMeanCenterStrategy,5,1232,1.9899181141865796
rastrigin,ArithmeticMeanCenterStrategy,5,10023,2.9848771712798765
rastrigin,ArithmeticMeanCenterStrategy,5,12,2.9848771712798694
rastrigin,ArithmeticMeanCenterStrategy,5,675,2.9848771712798765
rastrigin,ArithmeticMeanCenterStrategy,5,55,3.9798362283731663
rastrigin,ArithmeticMeanCenterStrategy,5,43,10.944519355673592
rastrigin,ArithmeticMeanCenterStrategy,5,34534,4.97479528546647
rastrigin,ArithmeticMeanCenterStrategy,5,22222,6.964708361833964
rastrigin,MedianCenterStrategy,5,42,6.964708361833964
rastrigin,MedianCenterStrategy,5,123,5.969749304740674
rastrigin,MedianCenterStrategy,5,7,6.964708361833971
rastrigin,MedianCenterStrategy,5,2024,3.9798362283731663
rastrigin,MedianCenterStrategy,5,999,1.9899181141865867
rastrigin,MedianCenterStrategy,5,1,7.959667418927253
rastrigin,MedianCenterStrategy,5,314,1.9899181141865796
rastrigin,MedianCenterStrategy,5,2718,4.974790247647377
rastrigin,MedianCenterStrategy,5,2023,8.954621438201471
rastrigin,MedianCenterStrategy,5,86,4.974795285466456
rastrigin,MedianCenterStrategy,5,1000,4.974795285466456
rastrigin,MedianCenterStrategy,5,2000,7.959662381108174
rastrigin,MedianCenterStrategy,5,1232,8.954621438201464
rastrigin,MedianCenterStrategy,5,10023,6.964708361833964
rastrigin,MedianCenterStrategy,5,12,7.959667418927246
rastrigin,MedianCenterStrategy,5,675,2.9848771712798694
rastrigin,MedianCenterStrategy,5,55,6.964708361833971
rastrigin,MedianCenterStrategy,5,43,8.954621438201464
rastrigin,MedianCenterStrategy,5,34534,2.9848771712798765
rastrigin,MedianCenterStrategy,5,22222,14.924350546227686
rastrigin,WeightedFitnessCenterStrategy,5,42,0.0
rastrigin,WeightedFitnessCenterStrategy,5,123,2.9848771712798694
rastrigin,WeightedFitnessCenterStrategy,5,7,4.974790247647377
rastrigin,WeightedFitnessCenterStrategy,5,2024,1.9899181141865796
rastrigin,WeightedFitnessCenterStrategy,5,999,5.969749304740667
rastrigin,WeightedFitnessCenterStrategy,5,1,6.964708361833964
rastrigin,WeightedFitnessCenterStrategy,5,314,3.979836228373159
rastrigin,WeightedFitnessCenterStrategy,5,2718,2.9848771712798765
rastrigin,WeightedFitnessCenterStrategy,5,2023,5.969749304740667
rastrigin,WeightedFitnessCenterStrategy,5,86,2.9848771712798694
rastrigin,WeightedFitnessCenterStrategy,5,1000,8.954621438201471
rastrigin,WeightedFitnessCenterStrategy,5,2000,2.9848771712798765
rastrigin,WeightedFitnessCenterStrategy,5,1232,4.974790247647377
rastrigin,WeightedFitnessCenterStrategy,5,10023,9.949580495294754
rastrigin,WeightedFitnessCenterStrategy,5,12,3.9798362283731663
rastrigin,WeightedFitnessCenterStrategy,5,675,4.974790247647377
rastrigin,WeightedFitnessCenterStrategy,5,55,1.9899181141865796
rastrigin,WeightedFitnessCenterStrategy,5,43,9.949580495294754
rastrigin,WeightedFitnessCenterStrategy,5,34534,6.964708361833964
rastrigin,WeightedFitnessCenterStrategy,5,22222,1.9899181141865796
rastrigin,WeightedRankCenterStrategy,5,42,9.949580495294754
rastrigin,WeightedRankCenterStrategy,5,123,5.969749304740674
rastrigin,WeightedRankCenterStrategy,5,7,3.9798362283731663
rastrigin,WeightedRankCenterStrategy,5,2024,6.9647083618339565
rastrigin,WeightedRankCenterStrategy,5,999,2.9848771712798765
rastrigin,WeightedRankCenterStrategy,5,1,5.969749304740667
rastrigin,WeightedRankCenterStrategy,5,314,8.954621438201464
rastrigin,WeightedRankCenterStrategy,5,2718,0.9949590570932898
rastrigin,WeightedRankCenterStrategy,5,2023,7.959667418927253
rastrigin,WeightedRankCenterStrategy,5,86,2.9848771712798694
rastrigin,WeightedRankCenterStrategy,5,1000,4.974790247647377
rastrigin,WeightedRankCenterStrategy,5,2000,6.9647083618339565
rastrigin,WeightedRankCenterStrategy,5,1232,2.9848771712798765
rastrigin,WeightedRankCenterStrategy,5,10023,4.974790247647384
rastrigin,WeightedRankCenterStrategy,5,12,5.969749304740667
rastrigin,WeightedRankCenterStrategy,5,675,4.974790247647377
rastrigin,WeightedRankCenterStrategy,5,55,2.9848771712798765
rastrigin,WeightedRankCenterStrategy,5,43,9.949580495294754
rastrigin,WeightedRankCenterStrategy,5,34534,0.9949590570932969
rastrigin,WeightedRankCenterStrategy,5,22222,1.9899181141865867
rastrigin,TrimmedMeanCenterStrategy,5,42,1.9899181141865867
rastrigin,TrimmedMeanCenterStrategy,5,123,3.979836228373159
rastrigin,TrimmedMeanCenterStrategy,5,7,3.979836228373159
rastrigin,TrimmedMeanCenterStrategy,5,2024,10.944519355673592
rastrigin,TrimmedMeanCenterStrategy,5,999,6.964708361833964
rastrigin,TrimmedMeanCenterStrategy,5,1,5.969749304740674
rastrigin,TrimmedMeanCenterStrategy,5,314,1.9899181141865796
rastrigin,TrimmedMeanCenterStrategy,5,2718,3.979836228373159
rastrigin,TrimmedMeanCenterStrategy,5,2023,2.9848771712798765
rastrigin,TrimmedMeanCenterStrategy,5,86,5.969749304740674
rastrigin,TrimmedMeanCenterStrategy,5,1000,2.9848771712798765
rastrigin,TrimmedMeanCenterStrategy,5,2000,6.964708361833964
rastrigin,TrimmedMeanCenterStrategy,5,1232,5.969749304740674
rastrigin,TrimmedMeanCenterStrategy,5,10023,9.949580495294754
rastrigin,TrimmedMeanCenterStrategy,5,12,2.9848771712798694
rastrigin,TrimmedMeanCenterStrategy,5,675,2.9848771712798765
rastrigin,TrimmedMeanCenterStrategy,5,55,9.949580495294754
rastrigin,TrimmedMeanCenterStrategy,5,43,3.9798362283731663
rastrigin,TrimmedMeanCenterStrategy,5,34534,6.964708361833964
rastrigin,TrimmedMeanCenterStrategy,5,22222,9.94958049529476
rastrigin,ArithmeticMeanCenterStrategy,10,42,13.929416723667941
rastrigin,ArithmeticMeanCenterStrategy,10,123,14.92437074294213
rastrigin,ArithmeticMeanCenterStrategy,10,7,16.914268660414265
rastrigin,ArithmeticMeanCenterStrategy,10,2024,16.91428885712874
rastrigin,ArithmeticMeanCenterStrategy,10,999,15.919314641140062
rastrigin,ArithmeticMeanCenterStrategy,10,1,14.924370742942145
rastrigin,ArithmeticMeanCenterStrategy,10,314,16.914268660414294
rastrigin,ArithmeticMeanCenterStrategy,10,2718,10.94454459020713
rastrigin,ArithmeticMeanCenterStrategy,10,2023,14.924355584046765
rastrigin,ArithmeticMeanCenterStrategy,10,86,12.934457666574644
rastrigin,ArithmeticMeanCenterStrategy,10,1000,12.934457666574644
rastrigin,ArithmeticMeanCenterStrategy,10,2000,11.939498609481348
rastrigin,ArithmeticMeanCenterStrategy,10,1232,25.868890098615736
rastrigin,ArithmeticMeanCenterStrategy,10,10023,12.934457666574644
rastrigin,ArithmeticMeanCenterStrategy,10,12,18.90420193349624
rastrigin,ArithmeticMeanCenterStrategy,10,675,7.959667418927268
rastrigin,ArithmeticMeanCenterStrategy,10,55,18.90420193349624
rastrigin,ArithmeticMeanCenterStrategy,10,43,24.873931041522454
rastrigin,ArithmeticMeanCenterStrategy,10,34534,13.929416723667941
rastrigin,ArithmeticMeanCenterStrategy,10,22222,7.959667418927268
rastrigin,MedianCenterStrategy,10,42,164.70862041652447
rastrigin,MedianCenterStrategy,10,123,164.8943496126514
rastrigin,MedianCenterStrategy,10,7,209.82242886176562
rastrigin,MedianCenterStrategy,10,2024,219.4319835647646
rastrigin,MedianCenterStrategy,10,999,127.06560304382946
rastrigin,MedianCenterStrategy,10,1,90.0204177467057
rastrigin,MedianCenterStrategy,10,314,121.19903172167362
rastrigin,MedianCenterStrategy,10,2718,120.94381824646432
rastrigin,MedianCenterStrategy,10,2023,120.37524807031528
rastrigin,MedianCenterStrategy,10,86,92.0763897453715
rastrigin,MedianCenterStrategy,10,1000,75.99076763143913
rastrigin,MedianCenterStrategy,10,2000,223.73972737159724
rastrigin,MedianCenterStrategy,10,1232,148.10211645419727
rastrigin,MedianCenterStrategy,10,10023,153.07019590994895
rastrigin,MedianCenterStrategy,10,12,103.5775694656549
rastrigin,MedianCenterStrategy,10,675,96.02951157481587
rastrigin,MedianCenterStrategy,10,55,136.67109483597866
rastrigin,MedianCenterStrategy,10,43,180.15697772392832
rastrigin,MedianCenterStrategy,10,34534,156.8918725897068
rastrigin,MedianCenterStrategy,10,22222,179.41981447859038
rastrigin,WeightedFitnessCenterStrategy,10,42,21.889058908061656
rastrigin,WeightedFitnessCenterStrategy,10,123,10.944544590207144
rastrigin,WeightedFitnessCenterStrategy,10,7,12.934457666574644
rastrigin,WeightedFitnessCenterStrategy,10,2024,6.96471339965305
rastrigin,WeightedFitnessCenterStrategy,10,999,11.939498609481362
rastrigin,WeightedFitnessCenterStrategy,10,1,8.95462647602055
rastrigin,WeightedFitnessCenterStrategy,10,314,14.924355584046765
rastrigin,WeightedFitnessCenterStrategy,10,2718,11.939498609481348
rastrigin,WeightedFitnessCenterStrategy,10,2023,9.949585533113847
rastrigin,WeightedFitnessCenterStrategy,10,86,5.969754342559753
rastrigin,WeightedFitnessCenterStrategy,10,1000,8.954626476020564
rastrigin,WeightedFitnessCenterStrategy,10,2000,2.9848771712798623
rastrigin,WeightedFitnessCenterStrategy,10,1232,7.959672456746347
rastrigin,WeightedFitnessCenterStrategy,10,10023,20.89409985096836
rastrigin,WeightedFitnessCenterStrategy,10,12,11.939503647300427
rastrigin,WeightedFitnessCenterStrategy,10,675,7.959672456746347
rastrigin,WeightedFitnessCenterStrategy,10,55,5.969754342559753
rastrigin,WeightedFitnessCenterStrategy,10,43,12.934457666574644
rastrigin,WeightedFitnessCenterStrategy,10,34534,13.929396526953468
rastrigin,WeightedFitnessCenterStrategy,10,22222,20.89409985096836
rastrigin,WeightedRankCenterStrategy,10,42,11.939498609481348
rastrigin,WeightedRankCenterStrategy,10,123,12.934457666574644
rastrigin,WeightedRankCenterStrategy,10,7,22.884017965154953
rastrigin,WeightedRankCenterStrategy,10,2024,6.96471339965305
rastrigin,WeightedRankCenterStrategy,10,999,12.934457666574644
rastrigin,WeightedRankCenterStrategy,10,1,11.939503647300441
rastrigin,WeightedRankCenterStrategy,10,314,11.939503647300427
rastrigin,WeightedRankCenterStrategy,10,2718,17.90924791422202
rastrigin,WeightedRankCenterStrategy,10,2023,10.94454459020713
rastrigin,WeightedRankCenterStrategy,10,86,18.904201933496225
rastrigin,WeightedRankCenterStrategy,10,1000,18.904201933496225
rastrigin,WeightedRankCenterStrategy,10,2000,19.899145831694156
rastrigin,WeightedRankCenterStrategy,10,1232,10.94453955238805
rastrigin,WeightedRankCenterStrategy,10,10023,8.95462647602055
rastrigin,WeightedRankCenterStrategy,10,12,15.919314641140062
rastrigin,WeightedRankCenterStrategy,10,675,16.914288857128724
rastrigin,WeightedRankCenterStrategy,10,55,4.974795285466456
rastrigin,WeightedRankCenterStrategy,10,43,16.91428885712874
rastrigin,WeightedRankCenterStrategy,10,34534,2.9848771712798765
rastrigin,WeightedRankCenterStrategy,10,22222,7.959667418927268
rastrigin,TrimmedMeanCenterStrategy,10,42,136.70101861554593
rastrigin,TrimmedMeanCenterStrategy,10,123,12.9344374698602
rastrigin,TrimmedMeanCenterStrategy,10,7,101.71474025745562
rastrigin,TrimmedMeanCenterStrategy,10,2024,100.93038794603548
rastrigin,TrimmedMeanCenterStrategy,10,999,13.929416723667941
rastrigin,TrimmedMeanCenterStrategy,10,1,9.949585533113833
rastrigin,TrimmedMeanCenterStrategy,10,314,82.84459436004856
rastrigin,TrimmedMeanCenterStrategy,10,2718,130.24420836573935
rastrigin,TrimmedMeanCenterStrategy,10,2023,116.82354973923361
rastrigin,TrimmedMeanCenterStrategy,10,86,5.969754342559753
rastrigin,TrimmedMeanCenterStrategy,10,1000,16.914288857128724
rastrigin,TrimmedMeanCenterStrategy,10,2000,145.59519552571015
rastrigin,TrimmedMeanCenterStrategy,10,1232,114.81595391492327
rastrigin,TrimmedMeanCenterStrategy,10,10023,8.954626476020536
rastrigin,TrimmedMeanCenterStrategy,10,12,9.949585533113833
rastrigin,TrimmedMeanCenterStrategy,10,675,107.45994598939154
rastrigin,TrimmedMeanCenterStrategy,10,55,111.46037988492917
rastrigin,TrimmedMeanCenterStrategy,10,43,19.899160990589536
rastrigin,TrimmedMeanCenterStrategy,10,34534,120.67202761066409
rastrigin,TrimmedMeanCenterStrategy,10,22222,25.86882932557539
rastrigin,ArithmeticMeanCenterStrategy,20,42,21.88908414259518
rastrigin,ArithmeticMeanCenterStrategy,20,123,28.853787466610072
rastrigin,ArithmeticMeanCenterStrategy,20,7,28.853787466610072
rastrigin,ArithmeticMeanCenterStrategy,20,2024,43.778112778304234
rastrigin,ArithmeticMeanCenterStrategy,20,999,38.80334776519038
rastrigin,ArithmeticMeanCenterStrategy,20,1,35.81840982087016
rastrigin,ArithmeticMeanCenterStrategy,20,314,40.79326084155787
rastrigin,ArithmeticMeanCenterStrategy,20,2718,44.77307183539753
rastrigin,ArithmeticMeanCenterStrategy,20,2023,19.899166028408615
rastrigin,ArithmeticMeanCenterStrategy,20,86,51.73775496269795
rastrigin,ArithmeticMeanCenterStrategy,20,1000,23.879002256781774
rastrigin,ArithmeticMeanCenterStrategy,20,2000,15.919339875673586
rastrigin,ArithmeticMeanCenterStrategy,20,1232,22.884043199688506
rastrigin,ArithmeticMeanCenterStrategy,20,10023,19.899166028408615
rastrigin,ArithmeticMeanCenterStrategy,20,12,41.78823505754653
rastrigin,ArithmeticMeanCenterStrategy,20,675,49.74780131000455
rastrigin,ArithmeticMeanCenterStrategy,20,55,24.87396131387507
rastrigin,ArithmeticMeanCenterStrategy,20,43,21.88908414259521
rastrigin,ArithmeticMeanCenterStrategy,20,34534,27.858833447335883
rastrigin,ArithmeticMeanCenterStrategy,20,22222,14.924380818580289
rastrigin,MedianCenterStrategy,20,42,234.3044878845133
rastrigin,MedianCenterStrategy,20,123,274.64731588609106
rastrigin,MedianCenterStrategy,20,7,240.76185320567316
rastrigin,MedianCenterStrategy,20,2024,232.1405056025795
rastrigin,MedianCenterStrategy,20,999,275.31415168098255
rastrigin,MedianCenterStrategy,20,1,282.6419630241393
